,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
161,blue,LILA-35,SS3,    ja40xg28,11,6,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,5,2008,July,7,No,Yes,Art &amp; Music
162,blue,LILA-35,SS3,    ja40xg28,4,6,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,5,2008,August,28,No,No,Sciences &amp; Technology
163,blue,LILA-35,SS3,    ja40xg28,2,6,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,5,2008,June,10,Yes,No,Sciences &amp; Technology
164,orange,LILA-35,SS3,    ja40xg28,3,6,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,5,2008,September,13,Yes,No,Art &amp; Music
165,blue,LILA-35,SS3,    ja40xg28,7,6,4,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,5,2008,January,18,No,No,Art &amp; Music
166,orange,LILA-35,SS3,    ja40xg28,8,6,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,5,2008,March,12,No,Yes,Math
167,orange,LILA-35,SS3,    ja40xg28,12,6,4,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,5,2008,March,11,No,No,Literature
168,blue,LILA-35,SS3,    ja40xg28,1,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,5,2008,December,6,No,Yes,Art &amp; Music
169,orange,LILA-35,SS3,    ja40xg28,5,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,5,2008,September,5,Yes,No,Math
170,orange,LILA-35,SS3,    ja40xg28,6,7,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,5,2008,May,1,No,Yes,Math
171,blue,LILA-35,SS3,    ja40xg28,9,7,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,5,2006,December,29,No,No,Art &amp; Music
172,orange,LILA-35,SS3,    ja40xg28,10,7,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,5,2008,May,22,No,No,Math
173,blue,LILA-35,SS3,    ja40xg28,11,7,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,5,2008,July,7,No,Yes,Art &amp; Music
174,blue,LILA-35,SS3,    ja40xg28,4,7,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,5,2008,August,28,No,No,Sciences &amp; Technology
175,blue,LILA-35,SS3,    ja40xg28,2,7,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,5,2008,June,10,Yes,No,Sciences &amp; Technology
176,orange,LILA-35,SS3,    ja40xg28,3,7,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,5,2008,September,13,Yes,No,Art &amp; Music
177,blue,LILA-35,SS3,    ja40xg28,7,7,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,5,2008,January,18,No,No,Art &amp; Music
178,orange,LILA-35,SS3,    ja40xg28,8,7,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,5,2008,March,12,No,Yes,Math
179,orange,LILA-35,SS3,    ja40xg28,12,7,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,5,2008,March,11,No,No,Literature
180,blue,LILA-35,SS4,3hal86or,9,3,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2010,October,26,No,Yes,Sciences &amp; Technology
181,orange,LILA-35,SS4,3hal86or,10,3,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,March,4,Yes,No,Math
182,blue,LILA-35,SS4,3hal86or,11,3,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2005,August,4,Yes,No,Art &amp; Music
183,orange,LILA-35,SS4,3hal86or,12,3,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,3,2010,November,27,Yes,No,Sciences &amp; Technology
184,blue,LILA-35,SS4,3hal86or,1,3,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,3,2010,July,10,Yes,Yes,Sciences &amp; Technology
185,blue,LILA-35,SS4,3hal86or,2,3,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,3,2010,May,14,No,Yes,Sciences &amp; Technology
186,orange,LILA-35,SS4,3hal86or,3,3,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,November,10,No,Yes,Sciences &amp; Technology
187,blue,LILA-35,SS4,3hal86or,4,3,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,3,2010,March,21,No,Yes,Math
188,blue,LILA-35,SS4,3hal86or,5,3,3,blue,arrow,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,50,F,3,2011,September,29,Yes,No,Art &amp; Music
189,orange,LILA-35,SS4,3hal86or,6,3,6,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,3,2010,November,27,Yes,No,Sciences &amp; Technology
190,orange,LILA-35,SS4,3hal86or,7,3,3,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,730,F,3,2010,November,26,Yes,Yes,Art &amp; Music
191,orange,LILA-35,SS4,3hal86or,8,3,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,3,2011,September,2,No,No,Art &amp; Music
192,blue,LILA-35,SS4,3hal86or,9,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2010,October,26,No,Yes,Sciences &amp; Technology
193,orange,LILA-35,SS4,3hal86or,10,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,March,4,Yes,No,Math
194,blue,LILA-35,SS4,3hal86or,11,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2005,August,4,Yes,No,Art &amp; Music
195,orange,LILA-35,SS4,3hal86or,12,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,November,27,Yes,No,Sciences &amp; Technology
196,blue,LILA-35,SS4,3hal86or,1,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,July,10,Yes,Yes,Sciences &amp; Technology
197,blue,LILA-35,SS4,3hal86or,2,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,3,2010,May,14,No,Yes,Sciences &amp; Technology
198,orange,LILA-35,SS4,3hal86or,3,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2010,November,10,No,Yes,Sciences &amp; Technology
199,blue,LILA-35,SS4,3hal86or,4,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,March,21,No,Yes,Math
200,blue,LILA-35,SS4,3hal86or,5,4,6,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,3,2011,September,29,Yes,No,Art &amp; Music
201,orange,LILA-35,SS4,3hal86or,6,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,27,Yes,No,Sciences &amp; Technology
202,orange,LILA-35,SS4,3hal86or,7,4,6,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,3,2010,November,26,Yes,Yes,Art &amp; Music
203,orange,LILA-35,SS4,3hal86or,8,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2011,September,2,No,No,Art &amp; Music
204,blue,LILA-35,SS4,3hal86or,9,5,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,October,26,No,Yes,Sciences &amp; Technology
205,orange,LILA-35,SS4,3hal86or,10,5,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,3,2010,March,4,Yes,No,Math
206,blue,LILA-35,SS4,3hal86or,11,5,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2005,August,4,Yes,No,Art &amp; Music
207,orange,LILA-35,SS4,3hal86or,12,5,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2010,November,27,Yes,No,Sciences &amp; Technology
208,blue,LILA-35,SS4,3hal86or,1,5,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,3,2010,July,10,Yes,Yes,Sciences &amp; Technology
209,blue,LILA-35,SS4,3hal86or,2,5,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,3,2010,May,14,No,Yes,Sciences &amp; Technology
210,orange,LILA-35,SS4,3hal86or,3,5,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,November,10,No,Yes,Sciences &amp; Technology
211,blue,LILA-35,SS4,3hal86or,4,5,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,3,2010,March,21,No,Yes,Math
212,blue,LILA-35,SS4,3hal86or,5,5,2,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,3,2011,September,29,Yes,No,Art &amp; Music
213,orange,LILA-35,SS4,3hal86or,6,5,4,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,3,2010,November,27,Yes,No,Sciences &amp; Technology
214,orange,LILA-35,SS4,3hal86or,7,5,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,26,Yes,Yes,Art &amp; Music
215,orange,LILA-35,SS4,3hal86or,8,5,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,3,2011,September,2,No,No,Art &amp; Music
216,blue,LILA-35,SS4,    3hal86or,9,6,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2010,October,26,No,Yes,Sciences &amp; Technology
217,orange,LILA-35,SS4,    3hal86or,10,6,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,March,4,Yes,No,Math
218,blue,LILA-35,SS4,    3hal86or,11,6,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2005,August,4,Yes,No,Art &amp; Music
219,orange,LILA-35,SS4,    3hal86or,12,6,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,3,2010,November,27,Yes,No,Sciences &amp; Technology
220,blue,LILA-35,SS4,    3hal86or,1,6,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,3,2010,July,10,Yes,Yes,Sciences &amp; Technology
221,blue,LILA-35,SS4,    3hal86or,2,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,3,2010,May,14,No,Yes,Sciences &amp; Technology
222,orange,LILA-35,SS4,    3hal86or,3,6,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2010,November,10,No,Yes,Sciences &amp; Technology
223,blue,LILA-35,SS4,    3hal86or,4,6,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,3,2010,March,21,No,Yes,Math
224,blue,LILA-35,SS4,    3hal86or,5,6,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2011,September,29,Yes,No,Art &amp; Music
225,orange,LILA-35,SS4,    3hal86or,6,6,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,27,Yes,No,Sciences &amp; Technology
226,orange,LILA-35,SS4,    3hal86or,7,6,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,26,Yes,Yes,Art &amp; Music
227,orange,LILA-35,SS4,    3hal86or,8,6,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,3,2011,September,2,No,No,Art &amp; Music
228,blue,LILA-35,SS4,    3hal86or,9,7,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2010,October,26,No,Yes,Sciences &amp; Technology
229,orange,LILA-35,SS4,    3hal86or,10,7,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,3,2010,March,4,Yes,No,Math
230,blue,LILA-35,SS4,    3hal86or,11,7,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2005,August,4,Yes,No,Art &amp; Music
231,orange,LILA-35,SS4,    3hal86or,12,7,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,3,2010,November,27,Yes,No,Sciences &amp; Technology
232,blue,LILA-35,SS4,    3hal86or,1,7,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2010,July,10,Yes,Yes,Sciences &amp; Technology
233,blue,LILA-35,SS4,    3hal86or,2,7,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,3,2010,May,14,No,Yes,Sciences &amp; Technology
234,orange,LILA-35,SS4,    3hal86or,3,7,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,3,2010,November,10,No,Yes,Sciences &amp; Technology
235,blue,LILA-35,SS4,    3hal86or,4,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,3,2010,March,21,No,Yes,Math
236,blue,LILA-35,SS4,    3hal86or,5,7,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,3,2011,September,29,Yes,No,Art &amp; Music
237,orange,LILA-35,SS4,    3hal86or,6,7,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,27,Yes,No,Sciences &amp; Technology
238,orange,LILA-35,SS4,    3hal86or,7,7,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,3,2010,November,26,Yes,Yes,Art &amp; Music
239,orange,LILA-35,SS4,    3hal86or,8,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,3,2011,September,2,No,No,Art &amp; Music
240,blue,LILA-35,SS5,tpy0zu9t,9,3,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,August,11,No,No,Sciences &amp; Technology
241,orange,LILA-35,SS5,tpy0zu9t,12,3,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,May,19,Yes,Yes,Sciences &amp; Technology
242,orange,LILA-35,SS5,tpy0zu9t,6,3,1,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,4,2009,August,14,No,No,Sciences &amp; Technology
243,orange,LILA-35,SS5,tpy0zu9t,3,3,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,4,2009,May,23,Yes,No,History
244,blue,LILA-35,SS5,tpy0zu9t,1,3,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,4,2009,August,25,Yes,No,Sciences &amp; Technology
245,blue,LILA-35,SS5,tpy0zu9t,2,3,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,December,1,No,No,Literature
246,blue,LILA-35,SS5,tpy0zu9t,4,3,1,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,4,2009,November,2,Yes,No,Sciences &amp; Technology
247,orange,LILA-35,SS5,tpy0zu9t,5,3,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,4,2009,February,26,Yes,No,Art &amp; Music
248,blue,LILA-35,SS5,tpy0zu9t,7,3,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,December,1,Yes,Yes,Math
249,orange,LILA-35,SS5,tpy0zu9t,8,3,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,November,2,No,No,History
250,orange,LILA-35,SS5,tpy0zu9t,10,3,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,April,23,Yes,Yes,Art &amp; Music
251,blue,LILA-35,SS5,tpy0zu9t,11,3,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,4,2009,January,30,No,Yes,Math
252,blue,LILA-35,SS5,tpy0zu9t,9,4,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,August,11,No,No,Sciences &amp; Technology
253,orange,LILA-35,SS5,tpy0zu9t,12,4,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,May,19,Yes,Yes,Sciences &amp; Technology
254,orange,LILA-35,SS5,tpy0zu9t,6,4,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,August,14,No,No,Sciences &amp; Technology
255,orange,LILA-35,SS5,tpy0zu9t,3,4,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,May,23,Yes,No,History
256,blue,LILA-35,SS5,tpy0zu9t,1,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,4,2009,August,25,Yes,No,Sciences &amp; Technology
257,blue,LILA-35,SS5,tpy0zu9t,2,4,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,4,2009,December,1,No,No,Literature
258,blue,LILA-35,SS5,tpy0zu9t,4,4,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,4,2009,November,2,Yes,No,Sciences &amp; Technology
259,orange,LILA-35,SS5,tpy0zu9t,5,4,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,February,26,Yes,No,Art &amp; Music
260,blue,LILA-35,SS5,tpy0zu9t,7,4,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,4,2009,December,1,Yes,Yes,Math
261,orange,LILA-35,SS5,tpy0zu9t,8,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,November,2,No,No,History
262,orange,LILA-35,SS5,tpy0zu9t,10,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,April,23,Yes,Yes,Art &amp; Music
263,blue,LILA-35,SS5,tpy0zu9t,11,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,January,30,No,Yes,Math
264,blue,LILA-35,SS5,tpy0zu9t,9,5,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,4,2009,August,11,No,No,Sciences &amp; Technology
265,orange,LILA-35,SS5,tpy0zu9t,12,5,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,May,19,Yes,Yes,Sciences &amp; Technology
266,orange,LILA-35,SS5,tpy0zu9t,6,5,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,4,2009,August,14,No,No,Sciences &amp; Technology
267,orange,LILA-35,SS5,tpy0zu9t,3,5,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,4,2009,May,23,Yes,No,History
268,blue,LILA-35,SS5,tpy0zu9t,1,5,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,August,25,Yes,No,Sciences &amp; Technology
269,blue,LILA-35,SS5,tpy0zu9t,2,5,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,4,2009,December,1,No,No,Literature
270,blue,LILA-35,SS5,tpy0zu9t,4,5,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,4,2009,November,2,Yes,No,Sciences &amp; Technology
271,orange,LILA-35,SS5,tpy0zu9t,5,5,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,4,2009,February,26,Yes,No,Art &amp; Music
272,blue,LILA-35,SS5,tpy0zu9t,7,5,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,December,1,Yes,Yes,Math
273,orange,LILA-35,SS5,tpy0zu9t,8,5,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,November,2,No,No,History
274,orange,LILA-35,SS5,tpy0zu9t,10,5,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,4,2009,April,23,Yes,Yes,Art &amp; Music
275,blue,LILA-35,SS5,tpy0zu9t,11,5,6,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,4,2009,January,30,No,Yes,Math
276,blue,LILA-35,SS5,    tpy0zu9t,9,6,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,4,2009,August,11,No,No,Sciences &amp; Technology
277,orange,LILA-35,SS5,    tpy0zu9t,12,6,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,May,19,Yes,Yes,Sciences &amp; Technology
278,orange,LILA-35,SS5,    tpy0zu9t,6,6,3,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,4,2009,August,14,No,No,Sciences &amp; Technology
279,orange,LILA-35,SS5,    tpy0zu9t,3,6,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,May,23,Yes,No,History
280,blue,LILA-35,SS5,    tpy0zu9t,1,6,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,4,2009,August,25,Yes,No,Sciences &amp; Technology
281,blue,LILA-35,SS5,    tpy0zu9t,2,6,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,4,2009,December,1,No,No,Literature
282,blue,LILA-35,SS5,    tpy0zu9t,4,6,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,4,2009,November,2,Yes,No,Sciences &amp; Technology
283,orange,LILA-35,SS5,    tpy0zu9t,5,6,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,February,26,Yes,No,Art &amp; Music
284,blue,LILA-35,SS5,    tpy0zu9t,7,6,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,4,2009,December,1,Yes,Yes,Math
285,orange,LILA-35,SS5,    tpy0zu9t,8,6,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,November,2,No,No,History
286,orange,LILA-35,SS5,    tpy0zu9t,10,6,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,4,2009,April,23,Yes,Yes,Art &amp; Music
287,blue,LILA-35,SS5,    tpy0zu9t,11,6,3,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,4,2009,January,30,No,Yes,Math
288,blue,LILA-35,SS5,    tpy0zu9t,9,7,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,4,2009,August,11,No,No,Sciences &amp; Technology
289,orange,LILA-35,SS5,    tpy0zu9t,12,7,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,4,2009,May,19,Yes,Yes,Sciences &amp; Technology
290,orange,LILA-35,SS5,    tpy0zu9t,6,7,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,4,2009,August,14,No,No,Sciences &amp; Technology
291,orange,LILA-35,SS5,    tpy0zu9t,3,7,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,4,2009,May,23,Yes,No,History
292,blue,LILA-35,SS5,    tpy0zu9t,1,7,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,August,25,Yes,No,Sciences &amp; Technology
293,blue,LILA-35,SS5,    tpy0zu9t,2,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,December,1,No,No,Literature
294,blue,LILA-35,SS5,    tpy0zu9t,4,7,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,4,2009,November,2,Yes,No,Sciences &amp; Technology
295,orange,LILA-35,SS5,    tpy0zu9t,5,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,4,2009,February,26,Yes,No,Art &amp; Music
296,blue,LILA-35,SS5,    tpy0zu9t,7,7,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,4,2009,December,1,Yes,Yes,Math
